,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_model__hidden_layer_sizes,param_model__n_iter_no_change,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,11.324455833435058,2.0673840064216606,0.002200603485107422,0.00040018559567517087,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",10,10,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 10, 'model__n_iter_no_change': 10, 'scaler': StandardScaler()}",-8902340.964986974,-9049501.027127506,-9030236.02417022,-8915428.275684912,-8766602.658998849,-8932821.790193692,101945.07534953218,33
1,12.38715581893921,0.6072757951868575,0.0020003318786621094,3.371747880871523e-07,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",10,10,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 10, 'model__n_iter_no_change': 10, 'scaler': MinMaxScaler()}",-9209579.455906287,-9108630.926064681,-9376148.674039783,-9067641.26958456,-8930733.37895418,-9138546.740909899,148734.1658637157,44
2,11.100802087783814,0.41515772105449744,0.00200042724609375,2.4314019744838644e-07,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",10,20,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 10, 'model__n_iter_no_change': 20, 'scaler': StandardScaler()}",-9043424.45544058,-8852954.55952393,-8998738.58774251,-8904297.809020404,-8826641.330844508,-8925211.348514387,83372.73131002863,32
3,11.239696311950684,1.4106515599746072,0.0017215728759765625,0.00039232115583255736,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",10,20,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 10, 'model__n_iter_no_change': 20, 'scaler': MinMaxScaler()}",-9109852.359269498,-9223013.477725541,-9263419.735840721,-9073864.13788248,-8990977.855793279,-9132225.513302302,99309.50349853821,43
4,12.580522680282593,1.505630564058613,0.001800680160522461,0.0004002589000092018,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",10,30,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 10, 'model__n_iter_no_change': 30, 'scaler': StandardScaler()}",-8928380.179355092,-8866435.190826496,-9100612.494485928,-8823970.099576142,-8791361.550749714,-8902151.902998675,109304.26242405892,30
5,18.174931812286378,3.4674787331190564,0.002401113510131836,0.0004894929107121567,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",10,30,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 10, 'model__n_iter_no_change': 30, 'scaler': MinMaxScaler()}",-9117322.601588495,-9069876.804436091,-9471674.023423767,-9220661.06011549,-9119916.758963436,-9199890.249705454,144509.18165258277,45
6,12.452640867233276,0.7764666182436507,0.002998065948486328,0.0006278979749308973,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",20,10,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 20, 'model__n_iter_no_change': 10, 'scaler': StandardScaler()}",-9010427.916162878,-8962540.818588488,-9147511.633929724,-8865771.63679556,-8772245.771445666,-8951699.555384463,127668.47004234666,35
7,11.487205696105956,1.6607607594893525,0.0024003028869628907,0.0004900586943177371,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",20,10,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 20, 'model__n_iter_no_change': 10, 'scaler': MinMaxScaler()}",-9137784.75574934,-9313519.744160492,-9190566.72868928,-9081576.249182215,-8921605.742666338,-9129010.644089531,128977.9512554404,42
8,12.287811946868896,1.1420546267677683,0.003004598617553711,0.0016752267065707456,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",20,20,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 20, 'model__n_iter_no_change': 20, 'scaler': StandardScaler()}",-9041284.614942655,-8981025.23716611,-8990299.485306734,-8913919.428536687,-8806930.112949105,-8946691.775780257,80790.56041749498,34
9,12.506962966918945,0.6558888644207352,0.002200937271118164,0.0003985889078620329,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",20,20,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 20, 'model__n_iter_no_change': 20, 'scaler': MinMaxScaler()}",-9150411.726883298,-9092432.99016949,-9271972.74392206,-8992451.402908726,-8998124.233282626,-9101078.619433241,104031.51635764915,41
10,10.411474752426148,0.6676271637320762,0.002199411392211914,0.0003975630771631127,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",20,30,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 20, 'model__n_iter_no_change': 30, 'scaler': StandardScaler()}",-8907823.331426144,-8855409.452884125,-9042494.48970594,-8872445.753673168,-8798992.457603408,-8895433.097058557,81500.52527745953,28
11,12.628873682022094,1.9956777335909297,0.003052043914794922,0.001649028484819137,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)",20,30,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': 20, 'model__n_iter_no_change': 30, 'scaler': MinMaxScaler()}",-9145926.822718522,-9086188.322686592,-9211599.2934879,-9058477.61261741,-8960883.533377012,-9092615.116977487,84331.79143782084,40
